strategy,acc_mean,bal_acc_mean,prec_mean,recall_mean,recall_std,f1_mean
SVM_rbf_class_weight,0.712121212121212,0.6977920227920228,0.7310606060606061,0.8141025641025642,0.13354273497435679,0.763136288998358
RandomForest_class_weight,0.6212121212121212,0.6009971509971511,0.654049654049654,0.764957264957265,0.05765272462919679,0.6999050332383665
GradientBoosting_sample_weight,0.5606060606060606,0.5596153846153847,0.6287878787878788,0.5747863247863249,0.14620756747483762,0.6
