image_path,num_hands_detected,max_confidence,flagged
data/raw_healthy_sources\healthy_0243.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0244.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0245.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0246.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0247.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0248.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0249.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0250.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0251.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0252.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0253.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0254.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0255.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0256.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0257.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0258.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0259.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0260.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0261.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0262.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0263.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0264.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0265.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0266.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0267.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0268.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0269.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0270.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0271.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0272.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0273.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0274.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0275.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0276.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0277.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0278.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0279.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0280.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0281.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0282.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0283.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0284.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0285.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0286.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0287.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0288.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0289.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0290.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0291.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0292.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0293.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0294.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0295.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0296.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0297.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0298.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0299.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0300.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0301.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0302.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0303.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0304.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0305.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0306.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0307.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0308.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0309.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0310.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0311.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0312.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0313.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0314.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0315.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0316.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0317.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0318.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0319.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0320.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0321.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0322.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0323.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0324.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0325.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0326.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0327.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0328.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0329.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0330.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0331.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0332.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0333.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0334.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0335.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0336.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0337.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0338.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0339.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0340.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0341.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0342.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0343.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0344.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0345.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0346.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0347.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0348.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0349.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0350.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0351.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0352.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0353.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0354.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0355.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0356.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0357.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0358.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0359.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0360.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0361.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0362.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0363.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0364.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0365.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0366.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0367.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0368.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0369.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0370.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0371.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0372.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0373.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0374.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0375.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0376.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0377.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0378.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0379.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0380.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0381.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0382.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0383.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0384.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0385.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0386.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0387.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0388.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0389.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0390.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0391.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0392.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0393.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0394.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0395.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0396.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0397.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0398.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0399.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0400.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0401.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0402.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0403.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0404.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0405.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0406.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0407.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0408.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0409.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0410.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0411.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0412.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0413.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0414.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0415.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0416.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0417.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0418.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0419.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0420.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0421.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0422.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0423.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0424.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0425.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0426.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0427.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0428.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0429.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0430.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0431.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0432.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0433.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0434.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0435.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0436.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0437.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0438.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0439.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0440.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0441.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0442.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0443.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0444.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0445.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0446.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0447.jpg,0,0.000,False
data/raw_healthy_sources\healthy_0448.jpg,0,0.000,False
